Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
0,1,1,0,1,1,1,194,2,44,2,4,23,9,6,1,2110
2,1,1,2,0,1,1,275,1,68,3,2,2,26,13,2,1221
3,1,1,0,2,1,0,277,1,62,1,7,8,4,23,2,1548
3,1,2,3,0,1,1,276,3,14,3,2,9,40,18,0,2390
0,1,3,3,0,1,2,98,1,18,2,4,11,23,2,2,1010
1,0,3,3,2,1,1,265,0,93,0,5,14,12,23,1,1558
2,0,3,2,2,2,0,164,0,5067,0,1,12,4,15,1,2983
0,0,0,3,2,0,2,118,1,1034,3,5,17,31,16,0,2007
0,0,3,1,1,1,2,104,1,35,1,7,22,0,20,2,1212
0,0,3,1,1,2,2,247,0,6972,2,1,12,13,23,1,2632
2,1,3,2,2,1,1,275,2,84,0,5,18,27,16,1,2927
3,1,0,2,3,2,2,274,3,9351,1,3,11,3,11,2,3844
1,0,0,2,1,0,0,145,3,271,1,7,2,18,13,2,1744
3,0,0,0,2,1,1,295,1,6,3,5,12,33,23,1,3079
0,1,2,0,0,0,2,260,2,62,0,2,17,27,2,0,1983
0,1,1,3,1,1,2,287,0,24,1,3,2,23,14,0,1087
1,1,2,0,1,2,2,61,3,9811,2,3,16,24,11,1,3898
1,1,3,2,2,1,1,195,1,76,1,7,24,45,21,0,2225
3,1,2,0,3,0,2,67,0,1154,0,6,7,10,18,1,880
0,0,3,3,1,0,1,122,3,1645,0,4,20,47,22,0,2199
1,0,0,0,0,1,0,121,0,73,0,6,11,50,5,2,1501
2,0,2,2,0,1,0,294,0,21,3,5,24,47,8,2,2104
1,0,0,1,0,0,1,243,2,179,1,5,0,31,10,0,2441
0,0,3,3,2,2,0,284,0,5618,0,6,3,12,18,1,1758
2,1,2,1,2,2,0,198,1,5872,2,3,21,24,7,0,3627
2,0,1,0,1,0,0,208,2,964,3,5,22,48,10,0,3640
3,1,3,1,1,2,1,299,3,1921,2,2,5,15,5,0,1892
1,1,2,3,0,0,2,68,1,1642,2,3,15,39,3,0,1443
0,0,1,1,1,1,0,78,3,67,0,5,17,31,18,0,1951
1,0,1,2,1,0,2,242,3,1828,1,7,14,0,0,2,2031
3,1,0,2,1,1,1,262,1,17,1,3,7,49,4,1,1950
2,0,1,3,0,1,1,173,0,64,2,2,9,2,8,2,824
0,0,0,3,0,1,0,286,2,45,1,2,22,26,3,1,1947
1,0,3,0,3,1,2,94,2,26,0,4,24,29,0,1,2401
0,1,0,3,0,2,0,158,3,4730,0,4,23,19,22,1,2210
1,0,1,2,0,0,2,114,0,516,1,6,7,6,1,0,806
3,0,2,3,0,2,0,153,3,9149,2,5,4,23,20,0,2260
3,1,0,0,2,1,0,241,2,71,2,3,21,4,1,1,2265
0,0,1,2,2,1,2,223,2,38,2,3,21,40,2,0,2786
0,1,3,1,3,2,0,259,1,3962,0,6,16,44,23,0,2799
0,1,0,0,1,2,2,181,1,2622,2,4,15,0,11,2,1782
1,0,3,3,1,0,0,294,2,656,2,1,7,27,14,1,2696
3,0,0,0,1,1,0,142,1,67,2,1,6,44,1,2,1702
1,0,3,2,0,0,0,202,0,383,3,4,0,5,15,1,1160
3,1,1,1,1,0,0,74,1,1133,3,1,8,9,23,0,1201
0,0,3,1,3,1,2,296,1,69,0,1,2,50,7,2,1490
1,1,3,0,1,1,2,293,2,48,3,3,19,5,18,2,2359
0,0,2,2,3,1,2,293,1,32,3,1,15,1,17,1,1337
1,1,1,0,0,1,1,255,0,45,1,2,6,41,9,0,1116
2,1,0,1,3,1,0,54,1,88,0,3,24,9,20,1,867
0,0,2,0,3,1,1,153,0,94,2,7,20,36,4,1,1970
1,1,1,2,3,0,0,80,1,1102,1,5,18,4,12,0,1092
1,1,3,1,0,0,1,83,0,412,1,6,24,33,2,2,1151
0,0,1,2,0,0,2,289,3,1229,1,7,23,0,1,1,1461
2,1,0,1,2,2,2,122,3,6933,2,7,6,42,22,0,2790
2,1,3,1,1,1,0,84,2,17,3,1,17,19,18,1,2314
1,0,2,3,1,0,2,176,2,335,1,6,14,42,1,1,2892
2,1,3,1,3,0,2,268,3,995,3,5,14,17,11,1,2220
2,1,2,1,3,0,2,248,2,626,0,2,12,26,20,2,2380
0,1,3,3,1,1,2,162,2,50,1,1,20,10,24,2,1815
3,0,3,1,0,1,1,199,0,11,1,1,15,48,10,2,1504
0,0,3,3,2,1,0,124,0,53,2,6,13,23,4,1,1419
3,1,0,1,1,0,0,87,0,1527,2,2,19,33,10,2,1577
0,1,3,2,1,1,2,271,1,60,1,2,12,10,5,1,1040
2,1,2,3,0,1,0,143,0,46,0,6,5,2,8,0,569
1,0,3,2,0,0,2,77,0,185,2,7,1,22,13,0,1458
2,0,3,1,1,0,2,125,2,24,1,1,15,37,17,1,2955
2,0,0,1,1,2,1,82,2,2314,3,5,13,8,17,2,3816
0,0,3,1,0,0,0,194,2,1582,0,3,14,34,10,2,2393
3,0,2,2,2,2,1,276,1,9857,3,6,15,21,2,0,6233
3,1,3,1,2,2,2,228,3,2799,1,5,7,16,9,1,3363
2,0,2,1,0,0,2,211,0,1006,2,2,8,42,17,1,1784
2,0,3,0,1,1,0,227,3,56,2,2,15,41,11,1,2421
1,1,1,2,2,1,1,122,0,90,2,5,22,41,14,0,1741
0,1,1,1,2,2,0,69,2,9947,1,3,11,43,16,0,5557
0,1,3,1,1,0,1,118,2,1510,1,3,9,31,24,2,2354
0,1,1,1,2,2,2,154,1,8270,3,4,10,18,8,0,3751
1,0,1,2,0,1,0,271,2,97,3,2,9,21,13,1,2492
2,0,2,3,3,0,0,216,3,498,2,1,10,35,16,2,2500
1,0,2,0,0,1,0,226,2,85,0,2,1,29,24,2,2280
1,0,1,2,1,0,2,141,1,466,1,2,24,13,23,1,1091
1,0,2,1,1,0,0,84,0,1557,3,1,20,45,5,1,1488
1,0,2,0,2,1,1,288,2,43,1,1,6,10,16,0,2603
0,1,3,2,0,2,1,57,2,5589,1,2,24,41,16,2,2056
0,0,2,2,0,0,1,59,2,98,1,4,5,13,11,0,2157
1,1,1,0,0,1,2,207,3,82,0,5,0,6,18,1,1297
1,1,1,0,3,2,1,239,2,5562,0,7,4,15,11,0,3969
2,1,1,0,3,0,2,197,0,891,1,7,2,18,20,2,1495
3,0,2,2,0,1,0,179,2,40,1,7,4,47,16,1,3543
1,0,2,0,1,0,1,207,2,1941,1,5,19,7,23,0,2798
0,0,2,0,1,1,2,292,0,10,3,3,0,23,4,1,1460
0,0,2,2,2,2,2,210,1,3632,0,7,22,18,19,1,2014
0,1,3,1,0,0,0,204,0,1488,1,1,20,2,22,0,596
0,1,3,3,1,1,2,156,3,21,2,4,21,8,18,1,1486
3,1,3,3,0,2,2,133,3,2991,3,1,10,5,6,0,1740
2,1,0,1,0,0,0,166,0,304,2,2,4,45,21,1,1078
0,1,2,0,0,1,0,191,3,68,1,3,3,6,8,1,1252
0,1,3,2,3,1,0,126,0,99,2,1,2,35,3,0,972
1,1,3,2,3,2,2,247,2,8099,0,1,13,0,18,1,2924
3,1,1,2,0,2,1,218,1,2683,3,3,3,2,4,2,1656
2,0,0,2,1,2,2,104,2,6802,3,4,5,21,22,2,4154
0,1,2,3,1,0,2,232,0,1012,2,4,24,37,0,0,1542
0,0,0,0,1,1,0,219,1,64,0,5,9,28,11,1,1252
1,0,1,0,1,0,2,290,3,54,2,6,21,17,18,1,2044
3,1,3,3,2,2,0,239,0,2336,0,1,20,43,16,0,2400
1,1,3,2,3,2,1,65,0,294,0,7,12,22,18,2,1299
1,0,3,0,0,0,0,150,1,1571,0,7,11,2,13,0,904
1,0,3,0,1,0,2,97,3,1076,3,5,11,20,15,2,2175
2,0,1,1,1,2,1,61,2,768,1,4,23,30,9,1,2961
2,1,1,0,3,0,1,192,3,1773,3,7,5,45,22,0,2876
3,0,2,1,2,1,0,90,2,52,2,1,1,45,12,0,3343
2,1,0,2,2,0,0,290,1,1346,3,1,4,7,23,0,1192
3,1,0,0,0,1,0,242,3,24,0,4,11,6,12,2,1246
1,1,0,0,3,1,0,246,2,39,2,3,23,33,17,1,2262
0,0,0,2,0,0,1,220,1,909,0,5,0,24,12,1,1340
1,0,0,3,3,0,1,242,0,1136,0,6,18,13,11,1,1143
1,0,0,2,1,0,0,76,3,1016,3,7,8,12,14,2,2355
2,0,2,2,1,2,2,232,3,2264,0,6,5,35,23,2,3303
1,0,2,2,3,2,2,118,0,4327,2,2,20,30,2,1,1193
2,0,1,0,3,1,2,124,2,1,3,7,18,7,15,0,3149
2,1,0,0,2,1,2,160,0,6,1,1,12,32,24,1,1367
3,1,0,3,3,1,2,199,0,80,3,4,17,16,1,0,1105
2,0,0,1,1,0,2,219,3,38,0,5,18,7,14,1,1734
1,0,0,1,3,2,0,102,2,2976,3,1,0,14,9,0,2746
3,1,2,2,1,0,0,65,3,992,0,1,17,27,4,0,1506
2,1,3,0,0,2,1,115,3,1807,0,4,1,6,17,1,1985
0,1,1,1,3,2,2,258,1,8358,3,6,24,36,13,0,3301
2,0,1,3,0,2,0,203,3,2705,3,2,6,41,14,1,2080
0,0,0,0,0,2,1,247,2,9156,1,1,0,10,17,2,4232
3,1,0,3,2,1,1,61,1,33,2,2,5,7,23,0,1639
0,1,0,0,2,2,0,268,0,6465,0,7,7,1,20,0,919
1,1,3,1,0,1,2,139,0,5,1,3,24,10,5,1,554
1,1,3,3,1,1,2,164,2,69,1,5,0,45,11,0,2692
0,0,0,3,1,2,0,58,0,9198,0,4,5,33,23,2,3238
3,0,2,1,1,1,2,283,2,77,1,7,13,33,5,2,3847
1,0,2,0,3,2,0,128,2,7723,2,4,23,3,0,0,5279
1,1,2,1,1,2,0,71,3,3227,1,7,16,47,23,2,3122
3,1,2,2,3,2,0,213,2,8526,3,6,10,23,16,0,5516
3,1,0,1,0,2,0,140,3,7363,2,6,0,20,7,0,4480
3,0,2,1,3,0,1,255,2,1298,2,5,5,22,9,2,3765
2,0,0,2,1,1,2,139,1,17,3,3,3,23,9,2,1454
0,1,1,0,3,1,2,135,0,68,2,1,21,6,17,0,705
3,0,0,3,0,2,1,176,1,5794,0,2,6,18,16,1,2969
0,1,0,3,2,1,1,145,3,24,0,7,1,7,23,0,1631
1,1,0,2,0,0,1,94,1,692,0,7,14,27,18,2,1263
1,1,1,2,3,2,1,280,2,1126,0,3,20,47,21,1,2803
2,0,1,2,2,1,1,142,0,11,1,7,5,10,0,1,1382
1,1,3,3,0,0,0,271,1,1593,1,7,20,28,21,0,1522
2,1,2,1,2,1,0,141,3,14,1,2,13,26,3,2,1786
3,1,2,1,3,0,2,134,1,1523,2,6,0,16,6,0,1644
1,0,2,0,0,0,2,215,0,341,2,3,11,12,4,0,936
0,0,0,3,2,2,1,69,0,11,2,6,22,3,1,0,1270
0,0,3,2,2,2,2,130,3,1616,0,2,6,11,14,1,2143
0,1,3,1,3,2,2,207,1,570,0,5,16,18,20,1,1265
1,0,3,1,1,1,1,257,1,19,1,5,5,18,13,0,1401
1,1,3,3,3,1,1,234,2,50,0,5,15,8,6,1,2025
3,1,0,0,3,1,1,247,1,93,3,5,11,35,24,1,2307
3,1,3,1,3,1,1,170,0,60,0,5,23,48,4,2,1820
0,0,3,2,0,2,1,212,1,3160,2,2,9,16,3,2,1688
1,0,1,2,3,1,2,278,2,78,1,5,9,34,11,0,2708
0,1,2,0,3,2,1,141,3,7321,1,6,12,12,15,1,2817
1,1,0,2,3,0,2,111,1,201,3,6,23,14,12,0,1765
1,1,0,1,2,2,2,251,1,4273,2,4,17,40,2,2,2386
0,1,3,0,1,1,2,95,0,40,1,5,22,39,18,0,1376
1,0,1,1,1,1,0,182,0,28,1,2,13,9,17,0,849
0,1,0,0,1,2,1,263,1,5844,3,6,15,40,19,1,3866
2,1,1,2,3,1,0,225,0,13,3,3,21,16,11,0,1241
1,0,3,0,1,2,0,293,2,9280,2,2,21,37,8,0,5238
3,1,0,3,2,2,2,105,2,5917,2,6,6,47,4,1,3328
1,1,2,1,1,2,0,134,1,3498,3,1,21,14,14,1,1697
2,0,2,3,1,0,0,211,2,817,0,4,17,34,15,0,3379
1,1,0,3,0,0,1,165,1,667,1,5,0,7,18,1,928
3,1,2,3,0,0,1,260,1,727,2,7,6,18,15,2,2194
2,1,3,2,3,1,0,191,3,77,3,2,5,35,20,2,2107
3,0,1,2,1,0,2,82,3,4,1,7,13,40,16,0,3151
3,0,3,0,0,0,0,156,2,183,2,1,10,11,4,1,2304
1,0,1,1,0,2,1,61,3,4023,3,5,16,35,6,2,2904
1,1,2,2,0,0,2,175,1,1815,2,1,2,21,11,2,1043
3,0,1,1,3,1,1,268,3,81,0,5,14,24,10,1,2015
2,1,0,2,0,0,2,113,2,1104,0,2,5,24,4,2,2061
1,1,1,1,2,1,1,58,2,93,2,2,18,50,4,2,2592
0,0,1,1,0,2,0,240,0,7657,2,4,2,27,9,1,3038
1,1,3,2,0,1,1,68,3,53,2,1,13,38,14,0,1452
1,0,3,3,2,1,0,223,0,87,0,5,15,4,18,0,1131
0,1,0,2,0,0,2,168,2,520,2,5,12,2,11,1,1671
0,1,3,0,0,0,2,111,1,494,2,2,17,12,12,1,843
2,0,3,3,3,2,1,257,1,8406,1,4,4,5,6,0,4761
3,1,0,0,1,2,0,159,1,4130,3,4,12,19,0,1,2808
3,0,0,3,2,2,0,218,0,4004,1,4,18,17,18,2,1674
2,0,3,0,1,2,0,109,3,7726,0,3,2,42,5,1,2006
0,0,0,1,0,1,2,236,2,15,1,2,1,37,1,1,2209
2,0,3,2,1,0,2,165,1,190,3,3,5,35,15,1,2157
3,1,1,0,3,2,2,231,0,9324,0,7,6,23,5,1,4456
0,0,1,2,0,0,1,234,3,1047,0,3,23,27,6,0,1486
1,0,2,2,0,0,2,166,1,1188,1,3,18,41,12,1,1801
3,1,0,3,3,2,0,239,2,6317,0,2,24,46,9,0,4423
1,1,3,3,1,1,2,288,3,87,2,5,1,15,24,1,1979
3,0,3,1,2,0,0,225,3,383,3,6,5,5,18,1,2989
0,0,1,1,2,1,1,162,3,9,0,4,15,36,22,1,2305
3,1,2,3,2,2,1,101,3,159,2,3,23,19,2,2,2155
3,0,0,0,1,2,1,59,0,1272,1,5,16,4,11,2,1731
0,1,1,0,3,1,2,226,2,16,2,5,15,44,20,2,2747
3,0,2,2,3,2,2,226,0,1123,2,2,16,8,11,1,1395
0,1,1,2,2,0,0,264,3,1000,3,4,13,12,5,1,1932
1,1,2,3,0,2,2,280,1,1444,1,5,12,10,9,2,1454
3,0,3,1,3,0,1,205,0,1973,3,4,1,33,15,2,2073
3,0,1,1,1,0,2,161,1,687,3,7,10,27,20,2,2568
3,1,0,3,3,1,1,295,2,71,0,5,0,8,12,0,2670
2,0,1,2,3,2,0,195,2,1702,1,7,9,29,4,0,3289
2,0,0,0,2,1,2,215,2,68,0,4,15,43,21,2,3331
1,1,2,3,2,0,1,253,3,840,2,5,7,30,1,2,2218
0,0,2,1,1,1,0,85,0,86,2,6,20,17,11,0,1545
0,0,3,1,1,0,0,145,0,80,0,4,19,34,16,2,1241
3,0,3,1,3,1,1,136,0,38,1,6,24,36,22,2,2545
1,1,3,1,0,2,0,177,1,6906,2,4,4,26,20,2,3046
3,1,1,1,0,0,2,122,3,761,0,6,23,1,20,1,1476
0,0,3,2,0,0,0,162,1,282,1,5,2,25,18,1,1104
3,0,3,1,1,0,1,183,3,450,1,3,22,24,21,2,2712
0,0,3,3,0,0,0,118,0,959,1,3,3,30,3,0,848
2,1,3,1,2,0,1,266,2,528,3,2,14,9,15,2,2820
0,1,3,0,1,0,0,213,3,62,1,7,7,26,4,2,1610
0,1,1,2,3,2,0,291,2,9446,2,3,1,21,18,0,4042
1,0,0,0,3,0,2,141,2,731,1,3,2,17,9,1,2276
0,1,2,0,2,2,0,254,3,4244,3,1,20,31,3,2,2894
0,0,0,0,3,1,0,115,1,19,0,5,19,17,24,2,1351
0,1,1,0,0,0,1,287,3,1140,2,6,20,47,7,0,2018
1,1,3,0,2,2,0,266,2,2466,0,7,12,9,3,2,2631
2,0,0,0,1,1,2,254,0,86,2,1,8,30,5,0,1238
3,1,3,2,0,2,0,289,0,2388,2,3,22,39,2,2,2362
3,1,1,3,3,0,2,271,3,216,2,5,11,49,3,2,2448
1,0,3,3,2,0,0,244,3,441,0,7,21,38,16,1,2262
1,1,0,2,0,0,0,243,3,1398,1,1,22,28,23,0,1509
3,0,3,3,0,0,2,108,1,564,2,2,7,14,20,1,1336
3,1,0,2,3,1,0,287,3,82,3,7,21,20,8,1,2474
0,1,3,3,3,1,2,130,2,89,2,4,10,33,23,0,2545
2,0,2,3,3,2,0,139,2,3400,0,6,10,0,23,1,3731
1,0,0,1,2,2,2,276,1,2451,0,7,20,14,3,1,2055
3,0,3,1,3,2,2,112,2,9197,1,5,24,46,2,2,3270
0,0,1,0,1,2,0,80,1,3316,2,6,14,11,23,2,2458
3,0,1,1,0,0,1,172,0,1802,2,1,12,9,12,0,863
3,0,2,0,0,0,0,76,0,74,0,5,24,37,11,0,1087
2,0,0,0,0,1,0,113,1,71,3,6,9,35,7,0,1710
3,0,3,2,2,1,0,129,3,95,3,5,20,28,12,0,3043
3,0,0,1,0,0,1,296,0,729,1,6,14,31,24,2,2032
3,0,1,2,3,0,2,112,3,1713,3,1,5,42,20,2,2668
3,0,2,1,0,1,0,197,0,44,0,3,16,37,12,1,1616
1,1,3,2,2,1,2,139,0,56,0,4,15,18,0,0,1042
3,1,1,0,1,0,1,212,0,1506,2,4,1,44,15,0,1946
3,0,3,0,3,1,1,293,3,75,2,3,0,9,8,2,2422
3,1,2,3,0,2,2,267,3,6807,2,6,11,46,17,0,4709
1,1,3,0,0,2,2,105,2,7460,3,6,18,30,19,2,4264
0,1,0,2,3,2,1,297,2,5108,1,3,5,0,23,1,1975
1,1,0,3,0,0,0,277,2,1243,0,4,22,34,0,2,2151
3,1,0,3,2,0,0,275,0,840,2,6,16,0,12,0,1319
0,0,1,3,0,2,0,293,0,1452,3,4,6,18,24,2,1619
3,1,2,2,0,2,0,69,2,5013,2,3,9,36,7,2,3961
1,0,2,0,0,2,2,53,2,2392,1,4,10,34,2,2,2929
0,1,2,0,3,1,1,261,1,70,2,4,24,38,6,1,1451
2,1,0,1,0,2,2,102,0,3364,0,1,20,16,17,0,1037
3,0,2,0,2,2,0,159,0,6372,0,1,22,4,19,1,3737
0,1,3,1,0,0,0,210,3,1212,3,5,0,2,1,1,1423
1,0,2,1,1,0,2,153,0,958,1,7,4,26,1,1,1293
0,1,0,2,3,1,2,248,2,13,1,6,4,6,5,1,1890
3,1,0,0,2,2,1,240,2,4354,3,1,16,44,1,0,3766
1,1,2,3,1,1,0,106,3,40,0,3,5,31,23,0,1390
1,1,1,1,1,1,0,141,0,83,3,6,8,10,16,2,1260
3,1,1,2,1,0,0,207,3,293,1,5,19,7,16,2,1886
0,0,2,1,0,1,2,99,3,83,0,5,0,21,16,1,1440
0,1,0,3,3,1,1,161,1,26,3,4,24,32,21,0,1542
2,1,1,2,0,0,2,133,3,2000,1,7,19,33,0,2,1944
1,0,3,2,2,2,1,270,0,4242,1,5,17,9,23,0,2859
1,1,0,3,1,0,2,63,0,784,0,5,5,17,10,0,862
0,0,3,3,3,2,0,101,2,1015,0,7,17,16,23,2,2506
1,1,1,3,3,1,1,186,2,11,2,5,1,0,18,0,1964
0,0,1,0,3,1,1,226,3,48,2,5,4,2,23,2,2154
2,1,1,3,2,0,1,72,1,971,0,1,13,3,8,2,1211
1,1,0,0,0,1,0,100,3,0,3,5,15,2,0,2,1413
2,0,0,3,1,1,1,276,0,9,3,3,16,25,18,0,1836
2,1,2,3,2,0,1,184,0,1863,0,4,4,37,5,2,1615
0,1,2,1,2,1,0,97,0,96,0,6,14,49,12,2,1556
0,0,3,2,3,2,0,194,0,5437,2,1,10,23,11,1,2608
0,1,3,0,1,0,1,217,1,1759,1,5,7,48,17,0,1764
1,1,0,2,3,2,0,283,3,5891,0,2,19,11,6,1,2538
2,0,1,0,2,1,0,71,0,14,2,2,20,19,7,0,1182
0,0,0,2,0,0,0,165,3,1745,3,3,1,40,0,2,1715
1,0,0,1,1,0,2,272,3,102,0,4,21,18,7,1,1548
3,1,2,3,1,0,0,70,3,1456,2,6,0,22,13,2,2249
3,1,2,1,2,2,1,192,1,9487,0,7,24,18,9,1,4261
0,1,2,0,1,0,1,80,0,1572,1,7,14,9,22,1,1214
0,1,2,2,1,1,1,63,1,49,1,4,9,48,7,0,1371
3,1,2,2,2,2,1,134,2,5737,3,4,11,4,24,0,5565
0,0,2,2,0,2,2,168,1,6770,3,5,16,2,24,1,2459
0,1,1,3,1,1,2,95,0,7,0,6,9,36,11,2,1072
3,0,3,1,2,2,1,284,0,9523,3,2,11,35,3,1,4822
0,0,2,2,3,2,1,282,1,5131,0,4,14,6,24,0,3153
0,0,1,3,2,1,2,272,1,68,0,6,23,0,8,1,1059
3,0,3,2,3,1,0,173,2,86,2,5,5,40,11,1,3703
3,1,2,1,3,0,1,242,3,1257,1,2,4,1,23,1,1886
0,1,1,2,1,2,1,248,1,6685,2,7,6,10,10,2,1372
0,0,2,2,1,1,0,152,1,24,0,3,21,20,0,2,1218
1,1,2,2,2,2,0,241,0,58,0,3,12,22,19,2,1372
2,1,3,3,3,1,2,77,0,1,2,3,2,26,19,0,1325
0,0,1,0,2,0,1,82,3,653,3,4,0,29,4,2,2391
1,0,1,0,0,0,2,148,1,1773,1,6,5,47,8,0,1731
3,0,3,0,3,0,0,268,3,1958,3,5,6,16,5,1,2851
2,1,1,2,0,2,1,85,0,4717,2,3,13,4,18,2,2412
0,0,1,3,0,1,1,264,1,18,0,5,9,7,6,2,880
1,0,0,2,3,2,2,136,2,1187,0,6,20,18,9,0,2358
1,1,1,2,0,1,0,297,2,19,2,3,9,40,9,2,2125
0,0,3,2,1,2,2,128,3,7195,3,3,17,23,8,2,1899
1,0,2,0,1,2,1,75,0,5476,2,4,6,37,22,0,1541
3,0,2,0,0,0,0,141,0,1591,0,4,6,35,8,0,1526
2,1,1,3,0,1,0,163,0,66,3,2,19,19,2,0,690
3,1,2,1,2,1,1,147,1,83,3,3,8,10,13,2,2130
3,1,2,2,2,1,2,84,3,72,3,4,3,3,3,2,2224
1,1,1,3,0,1,0,82,2,16,1,3,12,9,17,0,1814
0,1,3,0,3,0,2,276,0,481,0,7,20,24,17,0,1101
2,0,1,1,0,2,2,123,3,578,0,5,5,2,16,2,1384
2,0,2,2,3,0,2,79,3,946,0,6,17,35,17,1,2005
0,1,0,2,1,1,1,62,2,12,3,6,19,8,5,1,2165
0,0,3,1,0,2,2,76,1,8768,2,4,13,4,3,1,2342
1,1,1,3,1,2,1,179,2,4661,0,7,3,5,8,2,2002
2,0,1,3,2,0,1,284,0,1585,0,5,18,0,5,0,1306
2,1,3,0,0,1,0,76,3,96,0,7,15,14,20,1,1202
2,0,2,3,1,0,2,217,2,398,0,4,17,9,7,0,2547
0,1,3,1,2,1,1,156,1,63,0,2,4,39,10,0,1437
3,1,2,1,0,0,0,103,3,335,1,6,9,39,16,0,2191
3,0,0,1,1,2,0,221,3,8679,2,6,20,19,18,1,3891
2,0,1,1,2,1,2,180,0,8,2,7,6,1,10,2,1558
3,1,2,2,3,0,1,176,2,640,3,5,21,42,12,1,3498
1,0,0,0,2,2,1,201,0,6761,0,1,17,41,7,0,4016
2,0,2,2,2,0,2,286,0,1725,1,2,24,19,23,2,2158
3,0,2,2,2,2,0,173,1,2076,3,6,10,20,15,0,2967
2,1,3,3,3,2,0,186,3,2829,3,1,16,42,24,1,2639
3,1,2,0,0,2,1,144,0,6652,0,1,4,6,20,2,3328
1,0,1,3,0,0,1,240,1,393,0,2,17,0,10,0,1005
0,0,2,0,3,2,2,294,0,1134,1,4,21,17,20,1,1400
1,1,2,3,3,1,1,149,2,69,0,5,5,34,15,0,2189
0,1,2,1,3,0,1,117,1,303,1,4,0,5,14,2,1264
1,0,1,1,3,2,0,50,2,646,1,3,9,33,23,0,2481
1,0,2,1,0,1,1,175,3,62,2,2,20,29,21,0,1977
2,0,3,0,0,1,2,195,2,95,1,4,3,33,9,2,2591
0,0,2,2,3,0,0,99,2,750,3,4,11,18,6,0,2552
3,1,2,0,2,0,1,73,0,1606,1,2,8,14,10,0,1553
3,1,0,3,1,0,0,228,1,1239,1,1,7,47,17,1,1484
1,1,3,0,0,2,2,180,2,5210,3,2,2,13,19,1,3326
2,0,2,1,0,1,0,171,1,56,3,3,21,41,13,2,1838
0,1,0,3,2,2,1,221,0,7074,3,4,17,8,8,1,2783
3,0,2,0,3,0,0,212,0,255,3,5,19,14,0,1,1496
3,0,2,2,1,2,1,285,0,6068,0,3,21,30,3,1,3281
0,0,1,0,3,0,2,267,0,1665,2,6,3,8,7,2,1363
2,1,2,0,3,2,0,90,1,9950,2,7,21,45,5,2,5029
0,0,3,0,1,0,1,83,0,1651,0,1,16,34,23,1,1337
3,1,0,3,0,0,2,66,2,472,0,2,10,49,0,0,2306
0,1,1,2,1,1,0,60,2,16,0,2,20,44,8,0,2021
1,1,3,3,1,0,0,267,2,1033,3,5,14,47,17,0,2893
0,1,3,3,0,0,1,193,1,872,1,7,5,2,11,1,1044
2,0,3,3,2,2,0,155,2,3811,1,6,9,49,18,0,4594
0,0,2,0,0,2,1,200,1,2915,2,7,11,45,20,0,3071
3,1,2,0,3,1,1,266,3,34,2,1,3,3,24,2,2067
3,0,1,0,1,0,2,220,1,1835,3,7,18,10,15,0,2666
1,1,1,3,1,2,0,297,0,4763,0,2,2,40,18,1,1024
2,1,0,3,0,0,0,271,1,1595,2,5,22,25,3,2,1518
0,0,1,2,1,0,0,248,2,356,2,6,24,41,8,1,3061
2,1,1,2,0,0,2,265,1,770,2,3,4,33,4,2,1131
3,0,2,2,3,0,1,130,2,526,1,4,0,17,20,0,3559
1,1,1,2,1,2,0,256,3,3940,3,4,3,34,3,0,1875
3,1,3,0,3,2,2,140,3,3689,1,6,7,37,21,1,3231
1,1,1,2,0,1,1,134,2,53,1,5,7,24,0,2,1983
0,1,3,2,3,2,1,63,3,278,2,1,20,4,21,2,1436
0,1,1,1,2,2,1,140,3,4623,0,5,7,18,0,2,2598
1,1,0,3,2,1,0,51,0,95,2,2,8,8,3,0,610
0,1,2,1,2,0,2,143,1,402,0,5,2,20,20,0,1287
0,0,0,0,1,2,2,137,0,4272,3,4,0,36,10,2,2539
1,1,0,1,2,1,2,184,1,68,0,3,22,16,15,0,1098
2,1,3,0,0,0,2,269,3,1509,3,5,0,46,19,0,2570
0,0,0,1,2,0,0,99,1,1518,0,5,10,2,11,1,1154
3,0,2,3,2,0,2,98,3,1130,2,6,11,28,0,1,2894
2,0,1,2,0,1,1,150,1,89,1,2,18,36,14,2,1641
0,1,1,1,2,2,1,202,2,1274,1,1,9,21,18,1,2562
1,0,0,1,1,0,1,271,3,1886,2,6,24,26,17,2,2523
0,1,0,1,2,2,1,272,3,3946,0,5,19,4,13,2,2112
1,0,2,1,0,0,2,196,2,1476,1,5,4,10,15,1,2379
3,1,3,1,1,1,0,174,2,80,1,2,21,43,6,1,2901
2,1,3,3,2,2,1,278,1,3870,1,2,12,12,7,1,2489
1,1,2,1,2,2,2,164,2,1616,0,7,13,22,10,0,3077
3,1,1,3,1,1,0,115,2,95,2,3,21,40,23,0,2896
2,1,0,3,1,2,1,145,3,6098,3,1,20,50,14,1,3523
0,0,1,0,1,2,1,246,1,6117,0,2,14,41,16,0,2376
1,1,3,0,2,1,2,142,2,0,3,2,23,17,23,0,2365
1,1,0,3,3,1,1,88,2,25,0,5,23,15,9,1,1823
